"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"","ST109CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightPosteriorCingulate","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST110SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightPrecentral","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST110TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightPrecentral","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST110TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightPrecentral","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST110CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightPrecentral","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST111SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightPrecuneus","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST111TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightPrecuneus","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST111TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightPrecuneus","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST111CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightPrecuneus","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST112SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of RightPutamen","-4","-4","N","8","1","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST113SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightRostralAnteriorCingulate","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST113TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightRostralAnteriorCingulate","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST113TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightRostralAnteriorCingulate","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST113CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightRostralAnteriorCingulate","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST114SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightRostralMiddleFrontal","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST114TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightRostralMiddleFrontal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST114TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightRostralMiddleFrontal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST114CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightRostralMiddleFrontal","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST115SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightSuperiorFrontal","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST115TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightSuperiorFrontal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST115TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightSuperiorFrontal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST115CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightSuperiorFrontal","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST116SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightSuperiorParietal","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST116TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightSuperiorParietal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST116TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightSuperiorParietal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST116CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightSuperiorParietal","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST117SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightSuperiorTemporal","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST117TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightSuperiorTemporal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST117TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightSuperiorTemporal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST117CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightSuperiorTemporal","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST118SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightSupramarginal","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST118TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightSupramarginal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST118TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightSupramarginal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST118CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightSupramarginal","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST119SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightTemporalPole","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST119TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightTemporalPole","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST119TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightTemporalPole","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST119CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightTemporalPole","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST120SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of RightThalamus","-4","-4","N","8","1","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST121SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightTransverseTemporal","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST121TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightTransverseTemporal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST121TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightTransverseTemporal","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST121CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightTransverseTemporal","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST124SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of RightVentralDC","-4","-4","N","8","1","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST125SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of RightVessel","-4","-4","N","8","1","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST127SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of ThirdVentricle","-4","-4","N","8","1","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST128SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of WMHypoIntensities","-4","-4","N","8","1","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST129SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of LeftInsula","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST129TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of LeftInsula","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST129TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of LeftInsula","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST129CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of LeftInsula","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST130SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Surface Area (aparc.stats) of RightInsula","-4","-4","N","5","0","","-4","-4","mm2","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST130TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Average (aparc.stats) of RightInsula","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST130TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Thickness Stardard Deviation (aparc.stats) of RightInsula","-4","-4","N","4","3","","-4","-4","mm","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST130CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Cortical Volume (aparc.stats) of RightInsula","-4","-4","N","5","0","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST131HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftCA1","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST132HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftCA2_3","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST133HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftCA4_DG","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST134HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftFimbria","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST135HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftHippocampalFissure","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST136HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftPresubiculum","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST137HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftSubiculum","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST138HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of LeftTail","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST139HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightCA1","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST140HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightCA2_3","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST141HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightCA4_DG","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST142HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightFimbria","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST143HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightHippocampalFissure","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST144HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightPresubiculum","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST145HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightSubiculum","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST146HS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Hippocampal Subfields Volume of RightTail","-4","-4","N","53","","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST147SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of LeftCorticalGM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST148SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of RightCorticalGM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST150SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of LeftCorticalWM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST151SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of RightCorticalWM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST152SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of CorticalWM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST153SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of SubcorticalGM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST154SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of TotalGM","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
"","ST155SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","-4","Subcortical Volume (aseg.stats) of SupraTentorial","-4","-4","N","14","6","","-4","-4","mm3","","-4","-4","","-4","-4","-4","-4","-4","0","-4","-4","-4","-4","-4","-4","-4","2014-02-04 16:01:05.0"
